original_title,release_date,genres,keywords,actors,director
Harry Potter and the Deathly Hallows: Part 2,2011-07-12,"['Fantasy', 'Adventure']","['witch', 'dying and death', 'saving the world', 'self sacrifice', 'magic', 'school of witchcraft', 'sorcerer', 'school', 'battle', 'ghost', 'wizard', 'teenage hero', 'mysterious', 'christmas', 'based on young adult novel', 'good versus evil', 'wizarding world']","['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Ralph Fiennes', 'Alan Rickman', 'Michael Gambon', 'Warwick Davis', 'Helena Bonham Carter', 'Ciarán Hinds', 'Matthew Lewis']",David Yates
Jurassic World,2015-06-06,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['island', 'primal fear', 'escape', 'velociraptor', 'dna', 'tyrannosaurus rex', 'animal attack', 'sequel', 'dinosaur', 'creature', 'park', 'amusement park', 'theme park', 'genetic engineering', 'raptor', 'animal horror', 'mosasaurus']","['Chris Pratt', 'Bryce Dallas Howard', 'Irrfan Khan', ""Vincent D'Onofrio"", 'Ty Simpkins', 'Nick Robinson', 'Jake Johnson', 'Omar Sy', 'BD Wong', 'Judy Greer']",Steven Spielberg
Up,2009-05-28,"['Animation', 'Comedy', 'Family', 'Adventure']","['central and south america', 'age difference', 'villain', 'balloon', 'travel', 'dog', 'duringcreditsstinger', 'pets', 'exploring', 'senior', 'sentimental']","['Ed Asner', 'Christopher Plummer', 'Jordan Nagai', 'Bob Peterson', 'Delroy Lindo', 'John Ratzenberger', 'David Kaye', 'Elie Docter', 'Jeremy Leary', 'Mickie McGowan']",Enrico Casarosa
Spider-Man: No Way Home,2021-12-15,"['Action', 'Adventure', 'Science Fiction']","['new york city', 'hero', 'showdown', 'magic', 'loss of loved one', 'secret identity', 'superhero', 'villain', 'portal', 'sequel', 'vigilante', 'superhero team', 'masked vigilante', 'spider web', 'alternative reality', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'fight for justice', 'teen superhero', 'superhero teamup', 'returning hero', 'crossover', 'teamwork']","['Tom Holland', 'Zendaya', 'Benedict Cumberbatch', 'Jacob Batalon', 'Jamie Foxx', 'Willem Dafoe', 'Alfred Molina', 'Rhys Ifans', 'Thomas Haden Church', 'Andrew Garfield']",David H. Venghaus Jr.
Wonder Woman,2017-05-30,"['Action', 'Adventure', 'Fantasy']","['island', 'hero', 'strong woman', 'world war i', 'empowerment', 'superhero', 'feminism', 'greek mythology', 'based on comic', 'female protagonist', 'period drama', 'super power', 'heroine', 'woman director', 'female empowerment', '1910s', 'dc extended universe (dceu)']","['Gal Gadot', 'Chris Pine', 'Connie Nielsen', 'Robin Wright', 'Danny Huston', 'David Thewlis', 'Saïd Taghmaoui', 'Ewen Bremner', 'Eugene Brave Rock', 'Lucy Davis']",Zack Snyder
Back to the Future,1985-07-03,"['Adventure', 'Comedy', 'Science Fiction']","['flying car', 'race against time', 'clock tower', 'car race', 'lightning', 'guitar', 'plutonium', 'inventor', 'journey in the past', 'invention', 'time travel', 'bullying', 'mad scientist', 'love', 'fish out of water', 'terrorism', 'teenage love', 'destiny', 'nostalgic', 'hidden identity', 'teenage life', 'changing the past or future', '1950s', 'playful', 'suspenseful', 'enthusiastic', 'exhilarated', 'optimistic', 'cientifico loco']","['Michael J. Fox', 'Christopher Lloyd', 'Crispin Glover', 'Lea Thompson', 'Claudia Wells', 'Thomas F. Wilson', 'Marc McClure', 'Wendie Jo Sperber', 'George DiCenzo', 'Frances Lee McCain']",Robert Zemeckis
Ant-Man,2015-07-14,"['Science Fiction', 'Action', 'Adventure']","['superhero', 'ant', 'shrinking', 'based on comic', 'heist', 'miniaturization', 'wasp', 'miniature people', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'antman', 'the falcon']","['Paul Rudd', 'Michael Douglas', 'Evangeline Lilly', 'Corey Stoll', 'Bobby Cannavale', 'Anthony Mackie', 'Judy Greer', 'Abby Ryder Fortson', 'Michael Peña', 'David Dastmalchian']",Riley Flanagan
The Martian,2015-09-30,"['Drama', 'Adventure', 'Science Fiction']","['spacecraft', 'planet mars', 'based on novel or book', 'nasa', 'isolation', 'botanist', 'alone', 'survival', 'space', 'engineering', 'stranded', 'astronaut', 'struggle for survival', 'duringcreditsstinger', 'deep space', 'thoughtful', 'potatoes', '2030s']","['Matt Damon', 'Jessica Chastain', 'Kristen Wiig', 'Jeff Daniels', 'Michael Peña', 'Kate Mara', 'Sean Bean', 'Sebastian Stan', 'Aksel Hennie', 'Chiwetel Ejiofor']",Ridley Scott
Harry Potter and the Order of the Phoenix,2007-07-08,"['Adventure', 'Fantasy']","['witch', 'dying and death', 'court', 'magic', 'prophecy', 'loss of loved one', 'professor', 'supernatural', 'child hero', 'school of witchcraft', 'black magic', 'sorcery', 'occult', 'ghost', 'wizard', 'mysterious', 'christmas', 'scholar', 'mystical land', 'ministry', 'based on young adult novel', 'wizarding world']","['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Imelda Staunton', 'Helena Bonham Carter', 'Robbie Coltrane', 'Gary Oldman', 'Ralph Fiennes', 'Michael Gambon', 'Alan Rickman']",David Yates
Harry Potter and the Half-Blood Prince,2009-07-15,"['Adventure', 'Fantasy']","['witch', 'dying and death', 'london, england', 'magic', 'school of witchcraft', 'apparition', 'curse', 'teenage crush', 'school', 'werewolf', 'teenage love', 'luck', 'ghost', 'wizard', 'secret past', 'mysterious', 'christmas', 'based on young adult novel', 'wizarding world']","['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Jim Broadbent', 'Michael Gambon', 'Tom Felton', 'Alan Rickman', 'Bonnie Wright', 'Jessie Cave', 'Evanna Lynch']",David Yates
Coco,2017-10-27,"['Family', 'Animation', 'Music', 'Adventure']","['skeleton', 'mexico', 'guitar', 'afterlife', 'musician', 'holiday', 'villain', 'singer', 'murderer', 'life after death', 'child', 'day of the dead', 'music', 'boy']","['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt', 'Alanna Ubach', 'Renée Victor', 'Ana Ofelia Murguía', 'Edward James Olmos', 'Jaime Camil', 'Alfonso Arau', 'Herbert Siguenza']",Seong-Young Kim
Star Wars: The Force Awakens,2015-12-15,"['Adventure', 'Action', 'Science Fiction']","['android', 'spacecraft', 'space opera', 'girl boss']","['Harrison Ford', 'Mark Hamill', 'Carrie Fisher', 'Adam Driver', 'Daisy Ridley', 'John Boyega', 'Oscar Isaac', ""Lupita Nyong'o"", 'Andy Serkis', 'Domhnall Gleeson']",J.J. Abrams
Logan,2017-02-28,"['Action', 'Drama', 'Science Fiction']","['future', 'experiment', 'immortality', 'self-destruction', 'cyborg', 'dystopia', 'superhero', 'mutant', 'road trip', 'based on comic', 'sequel', 'super power', 'neo-western', 'troubled past', 'aging superhero', 'life on the margin', 'intense', 'antagonistic', 'dignified']","['Hugh Jackman', 'Dafne Keen', 'Patrick Stewart', 'Elizabeth Rodriguez', 'Boyd Holbrook', 'Stephen Merchant', 'Richard E. Grant', 'Stephen Dunlevy', 'Eriq La Salle', 'Elise Neal']",Alexander Mackendrick
Finding Nemo,2003-05-30,"['Animation', 'Family']","['sydney, australia', 'parent child relationship', 'anthropomorphism', 'harbor', 'underwater', 'shark', 'pelican', 'fish tank', 'great barrier reef', 'sea turtle', 'missing child', 'aftercreditsstinger', 'duringcreditsstinger', 'short term memory loss', 'clownfish', 'father son reunion', 'protective father', 'lighthearted', 'comforting', 'melodramatic']","['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe', 'Geoffrey Rush', 'Brad Garrett', 'Allison Janney', 'Austin Pendleton', 'Stephen Root', 'Vicki Lewis']",Lee Unkrich
John Wick,2014-10-22,"['Action', 'Thriller']","['hitman', 'bratva (russian mafia)', 'gangster', 'secret organization', 'revenge', 'murder', 'dog', 'retired', 'widower']","['Keanu Reeves', 'Michael Nyqvist', 'Alfie Allen', 'Willem Dafoe', 'Dean Winters', 'Adrianne Palicki', 'Omer Barnea', 'Toby Leonard Moore', 'Daniel Bernhardt', 'Bridget Moynahan']",David Leitch
Spider-Man,2002-05-01,"['Action', 'Science Fiction']","['new york city', 'adolescence', 'photographer', 'loss of loved one', 'photography', 'secret identity', 'hostility', 'superhero', 'spider', 'bad boss', 'villain', 'based on comic', 'teenage boy', 'teenage love', 'evil', 'super villain', 'taking responsibility']","['Tobey Maguire', 'Willem Dafoe', 'Kirsten Dunst', 'James Franco', 'Cliff Robertson', 'Rosemary Harris', 'J.K. Simmons', 'Joe Manganiello', 'Gerry Becker', 'Bill Nunn']",Jeff Shiffman
Harry Potter and the Deathly Hallows: Part 1,2010-11-17,"['Adventure', 'Fantasy']","['witch', 'friendship', 'london, england', 'corruption', 'escape', 'teleportation', 'isolation', 'magic', 'bravery', 'radio', 'road trip', 'shelter', 'tension', 'attack', 'werewolf', 'ghost', 'road movie', 'wizard', 'mysterious', 'christmas', 'based on young adult novel', 'wizarding world']","['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Toby Jones', 'Helena Bonham Carter', 'Alan Rickman', 'Ralph Fiennes', 'Bill Nighy', 'Simon McBurney', 'Rhys Ifans']",David Yates
It,2017-09-06,['Horror'],"['small town', 'based on novel or book', 'clown', 'bullying', 'abandoned house', 'coming of age', 'flashback', 'murder', 'balloon', 'maine', 'school', 'creature', 'fear', 'summer', 'killer', 'missing person', 'death of brother', 'well', 'child', 'demonic', 'town history', 'anxious', 'intense']","['Jaeden Martell', 'Sophia Lillis', 'Jack Dylan Grazer', 'Finn Wolfhard', 'Jeremy Ray Taylor', 'Wyatt Oleff', 'Chosen Jacobs', 'Bill Skarsgård', 'Jackson Robert Scott', 'Nicholas Hamilton']",William Conrad
Fantastic Beasts and Where to Find Them,2016-11-16,"['Fantasy', 'Adventure']","['witch', 'new york city', 'robbery', 'escape', 'teleportation', 'magic', 'suitcase', 'mistake', 'spin off', 'subway station', 'central park', 'wizard', 'goblin', 'magical creature', '1920s', 'wizarding world']","['Eddie Redmayne', 'Katherine Waterston', 'Dan Fogler', 'Alison Sudol', 'Colin Farrell', 'Jon Voight', 'Ron Perlman', 'Johnny Depp', 'Zoë Kravitz', 'Ezra Miller']",David Yates
WALL·E,2008-06-22,"['Animation', 'Family', 'Science Fiction']","['garbage', 'dystopia', 'space travel', 'distant future', 'loneliness', 'robot', 'aftercreditsstinger', 'duringcreditsstinger']","['Elissa Knight', 'Jeff Garlin', 'Fred Willard', 'John Ratzenberger', 'Kathy Najimy', 'Sigourney Weaver', 'Teddy Newton', 'Bob Bergen', 'John Cygan', 'Paul Eiding']",David Fincher
Captain America: The Winter Soldier,2014-03-20,"['Action', 'Adventure', 'Science Fiction']","['washington dc, usa', 'superhero', 'shield', 'based on comic', 'blunt', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'black widow', 'political thriller', 'captain america', 'brisk', 'exuberant', 'the falcon']","['Chris Evans', 'Samuel L. Jackson', 'Scarlett Johansson', 'Robert Redford', 'Sebastian Stan', 'Anthony Mackie', 'Cobie Smulders', 'Frank Grillo', 'Maximiliano Hernández', 'Emily VanCamp']",Riley Flanagan
Gone Girl,2014-10-01,"['Mystery', 'Thriller', 'Drama']","['infidelity', 'based on novel or book', 'wife', 'marriage crisis', 'investigation', 'disappearance', 'psychological thriller', 'whodunit', 'missing person', 'search party', 'criminal lawyer', 'disturbed', 'murder suspect', 'missing wife', 'perspective', 'manipulative woman', 'killed during sex']","['Ben Affleck', 'Rosamund Pike', 'Neil Patrick Harris', 'Tyler Perry', 'Carrie Coon', 'Kim Dickens', 'Patrick Fugit', 'David Clennon', 'Lisa Banes', 'Missi Pyle']",Sharron Reynolds-Enriquez
Gladiator,2000-05-04,"['Action', 'Drama', 'Adventure']","['epic', 'gladiator', 'rome, italy', 'arena', 'senate', 'roman empire', 'parent child relationship', 'emperor', 'slavery', 'ancient rome', 'revenge', 'battlefield', 'slave auction', 'historical fiction', 'ancient world', 'combat', 'chariot', 'philosopher', 'barbarian horde', '2nd century', 'successor', 'commodus', 'maximus', 'grand']","['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed', 'Richard Harris', 'Derek Jacobi', 'Djimon Hounsou', 'David Schofield', 'John Shrapnel', 'Tomas Arana']",Ridley Scott
"Monsters, Inc.",2001-11-01,"['Animation', 'Comedy', 'Family']","['monster', 'panic', 'cheating', 'kidnapping', 'door', 'infant', 'villain', 'portal', 'rivalry', 'energy supply', 'friends', 'hijinks', 'best friend', 'chameleon', 'family', 'parallel world', 'conveyor belt', 'villain arrested', 'invisibility', 'energy company', 'conspirators']","['John Goodman', 'Billy Crystal', 'Mary Gibbs', 'Steve Buscemi', 'James Coburn', 'Jennifer Tilly', 'Bob Peterson', 'John Ratzenberger', 'Frank Oz', 'Steve Susskind']",Albert Lozano
The Hobbit: An Unexpected Journey,2012-12-12,"['Adventure', 'Fantasy', 'Action']","['based on novel or book', 'orcs', 'elves', 'dwarf', 'magic', 'horseback riding', 'sword', 'burglar', 'legend', 'riddle', 'mountain', 'contract', 'travel', 'troll', 'creature', 'thunderstorm', 'fantasy world', 'wizard', 'epic battle', 'lost ring', 'journey', 'ring', 'tunnel', 'underground lake', 'buried treasure', 'invisibility', 'quest', 'live action and animation', 'high fantasy', 'sword and sorcery', 'trekking', 'goblins', 'good versus evil', 'backstory', 'creatures', 'fantasy creature', 'amused', 'hobbit']","['Martin Freeman', 'Ian McKellen', 'Richard Armitage', 'James Nesbitt', 'Ken Stott', 'Sylvester McCoy', 'Barry Humphries', ""Dean O'Gorman"", 'Aidan Turner', 'Graham McTavish']",Guillermo del Toro
Toy Story,1995-10-30,"['Animation', 'Adventure', 'Family', 'Comedy']","['rescue', 'friendship', 'mission', 'jealousy', 'villain', 'bullying', 'elementary school', 'rivalry', 'anthropomorphism', 'friends', 'computer animation', 'buddy', 'walkie talkie', 'toy car', 'boy next door', 'new toy', 'neighborhood', 'toy comes to life', 'resourcefulness', 'lighthearted']","['Tom Hanks', 'Tim Allen', 'Don Rickles', 'Jim Varney', 'Wallace Shawn', 'John Ratzenberger', 'Annie Potts', 'John Morris', 'Erik von Detten', 'Laurie Metcalf']",Joss Whedon
The Truman Show,1998-06-04,"['Comedy', 'Drama']","['escape', 'paranoia', 'dystopia', 'suspicion', 'video surveillance', 'deception', 'hidden camera', 'simulated reality ', 'television producer', 'tv show in film', 'questioning', 'make believe', 'reflective', 'wonder', 'tv show', 'actor', 'witty', 'dignified', 'allegory of the cave']","['Jim Carrey', 'Laura Linney', 'Noah Emmerich', 'Natascha McElhone', 'Holland Taylor', 'Ed Harris', 'Paul Giamatti', 'Brian Delate', 'Peter Krause', 'Blair Slater']",Peter Weir
The Lion King,1994-06-24,"['Family', 'Animation', 'Drama']","['father murder', 'loss of loved one', 'africa', 'lion', 'manipulation', 'villain', 'redemption', 'musical', 'uncle', 'murder', 'warthog', 'shaman', 'king', 'scar', 'family', 'hyena', 'meerkat', 'nature', 'mandrill', 'inspirational', 'powerful']","['Matthew Broderick', 'Moira Kelly', 'Nathan Lane', 'Ernie Sabella', 'James Earl Jones', 'Jeremy Irons', 'Robert Guillaume', 'Rowan Atkinson', 'Jonathan Taylor Thomas', 'Niketa Calame-Harris']",Rob Minkoff
기생충,2019-05-30,"['Comedy', 'Thriller', 'Drama']","['dark comedy', 'private lessons', 'birthday party', 'con artist', 'working class', 'psychological thriller', 'class differences', 'biting', 'housekeeper', 'tutor', 'family', 'crime family', 'unemployed', 'wealthy family', 'south korea', 'seoul, south korea', 'disheartening']","['Song Kang-ho', 'Lee Sun-kyun', 'Cho Yeo-jeong', 'Choi Woo-shik', 'Park So-dam', 'Lee Jung-eun', 'Jang Hye-jin', 'Park Myung-hoon', 'Jung Ji-so', 'Jung Hyeon-jun']",Kim Dae-hwan
The Revenant,2015-12-25,"['Western', 'Drama', 'Adventure']","['rape', 'based on novel or book', 'parent child relationship', 'winter', 'child murder', 'mountain', 'grizzly bear', 'animal attack', 'wilderness', 'gore', 'native american', 'forest', 'based on true story', 'liar', 'fur trapping', 'frontier', 'remake', 'revenge', 'survival', 'murder', 'bear', 'snow', 'scalping', 'animals', 'nature', 'wild west', 'bear attack', 'indian attack', 'dead horse', 'starvation', '19th century', 'wolves', 'ice']","['Leonardo DiCaprio', 'Tom Hardy', 'Domhnall Gleeson', 'Will Poulter', 'Forrest Goodluck', 'Duane Howard', 'Arthur RedCloud', ""Melaw Nakehk'o"", 'Grace Dove', 'Lukas Haas']",Alejandro González Iñárritu
Batman v Superman: Dawn of Justice,2016-03-23,"['Action', 'Adventure', 'Fantasy']","['superhero', 'based on comic', 'revenge', 'vigilante', 'leading man', 'super power', 'grim', 'philosophical', 'dc extended universe (dceu)', 'complex', 'man vs man', 'leading men', 'dramatic', 'hero vs hero']","['Ben Affleck', 'Henry Cavill', 'Jesse Eisenberg', 'Gal Gadot', 'Amy Adams', 'Diane Lane', 'Laurence Fishburne', 'Jeremy Irons', 'Holly Hunter', 'Scoot McNairy']",Misha Bukowski
Deadpool 2,2018-05-10,"['Action', 'Comedy', 'Adventure']","['hero', 'superhero', 'mutant', 'mercenary', 'based on comic', 'sequel', 'breaking the fourth wall', 'aftercreditsstinger', 'duringcreditsstinger', 'joyful']","['Ryan Reynolds', 'Josh Brolin', 'Morena Baccarin', 'Julian Dennison', 'Zazie Beetz', 'T.J. Miller', 'Leslie Uggams', 'Karan Soni', 'Brianna Hildebrand', 'Jack Kesy']",James Mangold
Arrival,2016-11-10,"['Drama', 'Science Fiction', 'Mystery']","['spacecraft', 'loss', 'time', 'alien', 'language', 'female protagonist', 'scientist', 'heartbreak', 'based on short story', 'military', 'alien language', 'linguist', 'first contact', 'communication', 'linguistics', 'time-manipulation', 'time manipulation', 'admiring']","['Amy Adams', 'Jeremy Renner', 'Forest Whitaker', 'Michael Stuhlbarg', ""Mark O'Brien"", 'Tzi Ma', 'Abigail Pniowsky', 'Julia Scarlett Dan', 'Jadyn Malone', 'Frank Schorpion']",Denis Villeneuve
The Incredibles,2004-10-27,"['Action', 'Adventure', 'Animation', 'Family']","['hero', 'secret identity', 'superhero', 'villain', 'family relationships', 'super power', 'supervillain', '1950s', '1960s', 'superhero family']","['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell', 'Spencer Fox', 'Jason Lee', 'Samuel L. Jackson', 'Elizabeth Peña', 'Eli Fucile', 'Maeve Andrews', 'Teddy Newton']",Brad Bird
The Shining,1980-05-23,"['Horror', 'Thriller']","['hotel', 'child abuse', 'based on novel or book', 'isolation', 'telepathy', 'delusion', 'grave', 'snowstorm', 'colorado', 'seclusion', 'surrealism', 'alcoholism', 'premonition', 'psychic power', 'caretaker', 'loneliness', 'vision', 'domestic violence', 'postmodern', 'psychological thriller', 'writer', 'twins', 'labyrinth', 'alcoholic', 'blizzard', 'mutilation', 'bloody body of child', 'extrasensory perception', 'uxoricide', 'motherhood', 'filicide', 'snowed in', 'burial ground', 'hypothermia', 'haunted hotel', 'psychological disintegration', 'paranoid', 'vexed', 'afi', 'frantic', 'pediatrician', 'repetition', 'mother son relationship', 'malicious', 'supernatural power', 'supernatural horror', 'ghost child', 'psychotronic film', 'writers-block', 'cabin fever', 'psychological horror', 'negative', 'deal with the devil', 'nuclear family', 'avant garde', 'yosemite national park', 'twin sisters', 'identical twins', 'arrogant', 'assertive', 'demeaning', 'enraged', 'frustrated', 'harsh', 'mean spirited', 'sardonic']","['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd', 'Scatman Crothers', 'Barry Nelson', 'Philip Stone', 'Joe Turkel', 'Anne Jackson', 'Tony Burton', 'Lia Beldam']",Stanley Kubrick
